effect	estimate	se	df	t_value	p_value	roi	atlas
(Intercept)	0.135970553753075	0.0551884042550174	3985.38951022525	2.46375222455745	0.0137910468042309	369	Glasser
condition2	0.136934058139507	0.0704782893088862	3211.39574072693	1.94292539564012	0.052112457466143	369	Glasser
task2	0.077604072036588	0.0563851434360191	3896.8857851017	1.37632126669406	0.168801270171886	369	Glasser
task3	0.0674020281077104	0.0572425987679853	3700.0064561527	1.17748022553803	0.239079619125616	369	Glasser
condition2:task2	-0.00266296748794786	0.0725928609038223	3211.39574045336	-0.0366836002162251	0.970739564964267	369	Glasser
condition2:task3	0.0626072587896287	0.0762108350786646	3211.39574130107	0.821500758061576	0.411422074214312	369	Glasser
(Intercept)	-0.16600219499113	0.104691574696608	3985.56965698492	-1.58563089219164	0.112902396276314	370	Glasser
condition2	-0.296095790697646	0.133443232099125	3232.68294522776	-2.21888953107564	0.0265634339771948	370	Glasser
task2	0.180901290258669	0.106915527111215	3895.27664487442	1.69200204260783	0.0907255644872971	370	Glasser
task3	0.0980135501437571	0.108483614763666	3704.35633998393	0.90348713358494	0.366326161710555	370	Glasser
condition2:task2	0.206081590980931	0.137446951129486	3232.68294562002	1.4993536727256	0.133879552051834	370	Glasser
condition2:task3	0.413119735579535	0.144297204906591	3232.68294585035	2.86297808642214	0.00422380917212952	370	Glasser
(Intercept)	0.206499518886305	0.100418961689316	3980.44087284757	2.05637974554237	0.0398109794157055	371	Glasser
condition2	-0.14459813953488	0.128496154812565	3218.27942176544	-1.12531102386529	0.260541174291164	371	Glasser
task2	0.232594929603704	0.102645410626729	3898.4609231572	2.26600418064027	0.0235057269300115	371	Glasser
task3	-0.0569513801809688	0.104270239861007	3704.68149027102	-0.54619017139392	0.584968111019839	371	Glasser
condition2:task2	0.0958991856341722	0.132356834619017	3218.27942205516	0.724550310607033	0.468780622002728	371	Glasser
condition2:task3	0.344358632631528	0.138967581311389	3218.2794212619	2.47797816859108	0.013263858561354	371	Glasser
(Intercept)	0.0552213467286999	0.0352289248732851	3830.22110970611	1.56750019841155	0.117080425460152	372	Glasser
condition2	0.187382630952396	0.0445374589740782	3086.89298908443	4.20730403729268	2.65796052364728e-05	372	Glasser
task2	-0.0370236233519259	0.0359094483750736	3715.88588823762	-1.03102734871376	0.302595096071271	372	Glasser
task3	-0.0793030956981549	0.0363623847672086	3525.03556715119	-2.18091019623306	0.0292559454175865	372	Glasser
condition2:task2	-0.11962358670461	0.0458962113291804	3086.89298957747	-2.60639349611314	0.00919412337794618	372	Glasser
condition2:task3	-0.222399947925812	0.0482112416635443	3086.89298844735	-4.61303090839046	4.12986379881058e-06	372	Glasser
(Intercept)	1.58396248379257	0.0634517264054277	3983.67280021392	24.9632685117466	6.4904860762572e-128	373	Glasser
condition2	0.278355779069534	0.0803898096383545	3219.32316744339	3.46257542245415	0.000542004718330386	373	Glasser
task2	-1.78647448934162	0.0647034042698063	3875.37656003215	-27.6102086049787	2.40636714579467e-153	373	Glasser
task3	-1.93206382271935	0.0655433166181781	3681.65708014891	-29.4776633592494	1.19368076468248e-171	373	Glasser
condition2:task2	-0.298839706123349	0.0828017581923065	3219.3231679683	-3.609098558382	0.0003119414572628	373	Glasser
condition2:task3	-0.440360686549839	0.0869285362120927	3219.32316588423	-5.0657782327707	4.29638014157815e-07	373	Glasser
(Intercept)	1.97258666866584	0.0643658989871459	3982.72012504636	30.6464556497497	2.21342836436595e-185	374	Glasser
condition2	0.242116116279434	0.0810698724334831	3223.24410153049	2.98651162277439	0.00284304827046196	374	Glasser
task2	-2.12729226305946	0.065530371028217	3858.0161839616	-32.4626921789205	1.34100108977689e-204	374	Glasser
task3	-2.21751309531226	0.0662776808119981	3667.02184402805	-33.4579162720314	1.98125638129974e-214	374	Glasser
condition2:task2	-0.276586310330443	0.0835022250222584	3223.24410139669	-3.31232263878856	0.0009354541745643	374	Glasser
condition2:task3	-0.354509515885747	0.0876639137876685	3223.24410237993	-4.04396176908559	5.37864617120618e-05	374	Glasser
(Intercept)	2.69141585728839	0.103629496621512	3981.73984898179	25.9715230222367	1.63162354404695e-137	375	Glasser
condition2	0.814428023255818	0.128904839643066	3221.01089489266	6.31805621504163	3.01270752473791e-10	375	Glasser
task2	-2.58843299351023	0.105087050530039	3815.8065570533	-24.6313221320293	1.90044677570498e-124	375	Glasser
task3	-2.96773914756162	0.105956431479906	3630.26159383807	-28.0090515140126	1.84011556562311e-156	375	Glasser
condition2:task2	-0.553919521839388	0.132772392545271	3221.01089412926	-4.17194803242338	3.0998344362631e-05	375	Glasser
condition2:task3	-1.06494272601172	0.139389669800637	3221.01089653425	-7.64004052477395	2.84520551642541e-14	375	Glasser
(Intercept)	0.902708671157586	0.0701389972393091	3984.36270063536	12.8702819642204	3.60580168001629e-37	376	Glasser
condition2	1.27876736046497	0.089060834747952	3224.72849334688	14.3583581277221	2.29824637142439e-45	376	Glasser
task2	-0.869541486498183	0.0715631859308926	3883.04016950959	-12.1506815995851	2.27803288577926e-33	376	Glasser
task3	-1.20285470804014	0.0725361430894184	3690.37126873717	-16.5828324585349	1.26765554637747e-59	376	Glasser
condition2:task2	-0.540483492901225	0.0917329414807634	3224.72849270004	-5.89192371002913	4.21051409793288e-09	376	Glasser
condition2:task3	-1.53956225219725	0.096304843030414	3224.72849390341	-15.9863429891168	2.03013786355533e-55	376	Glasser
(Intercept)	0.899368545739581	0.0721984378506537	3983.93674266663	12.4568975799722	5.70219236925924e-35	377	Glasser
condition2	0.245008372093018	0.0918115295903204	3201.71450274754	2.6686013530794	0.00765519377854632	377	Glasser
task2	-0.668698437461476	0.0736912255551851	3883.06812137062	-9.07432916773393	1.77757954368445e-19	377	Glasser
task3	-1.00751646098101	0.0747234716267057	3683.86872720087	-13.4832662220813	1.76348294405102e-40	377	Glasser
condition2:task2	-0.150718076059022	0.0945661658685713	3201.71450329619	-1.59378435907501	0.111083047942426	377	Glasser
condition2:task3	-0.334782106344988	0.0992792732136537	3201.7145009973	-3.37212487066178	0.000754760550682962	377	Glasser
(Intercept)	0.531187918880518	0.0685457012166785	3984.76519581343	7.74939798487712	1.16372619197936e-14	378	Glasser
condition2	0.20641136046521	0.0872711631724813	3217.17684805476	2.36517256057722	0.0180806814048711	378	Glasser
task2	-0.607620839205547	0.0699831065611519	3889.36902605148	-8.68239306688396	5.61127756457094e-18	378	Glasser
task3	-0.793933534552221	0.0709869947900618	3694.2821408495	-11.1842110924714	1.39525435690161e-28	378	Glasser
condition2:task2	-0.121122640918471	0.0898895740974792	3217.1768495181	-1.34746039387306	0.177926886997332	378	Glasser
condition2:task3	-0.352058551410098	0.0943696035883011	3217.17684432595	-3.7306350564531	0.000194295483545828	378	Glasser
(Intercept)	-0.0550047587635702	0.0628354588549263	3984.0539924437	-0.875377689061911	0.381421205597891	379	Glasser
condition2	-0.25508422093022	0.0794032069197964	3244.7918428792	-3.21251786704126	0.00132864045810775	379	Glasser
task2	0.238023593736654	0.0640310097606464	3872.82806849316	3.71731750953807	0.00020419572988973	379	Glasser
task3	0.415390782384797	0.0648172511148554	3686.59399397513	6.40864546459598	1.65376196724541e-10	379	Glasser
condition2:task2	0.146649347700757	0.0817855542716676	3244.79184269124	1.79309596916872	0.0730506811677685	379	Glasser
condition2:task3	0.72476110085148	0.0858616854441538	3244.79184328146	8.44103044451509	4.67523914560065e-17	379	Glasser
(Intercept)	-0.0743688079190871	0.0648983383559053	3985.78360863159	-1.14592776645906	0.251893835363456	380	Glasser
condition2	-0.28124653488371	0.0827505930235515	3236.47122970198	-3.39872530948105	0.000685193065200336	380	Glasser
task2	0.0354550710752009	0.0662823644821409	3896.8871221869	0.534909569871393	0.592742909976853	380	Glasser
task3	-0.00159434650512217	0.0672611224476681	3706.98537782153	-0.023703834356357	0.981090123299559	380	Glasser
condition2:task2	0.134300299756231	0.0852333725459773	3236.47122825277	1.57567741067369	0.115197901917475	380	Glasser
condition2:task3	0.306977753387648	0.0894813404159121	3236.47123289406	3.43063427481982	0.000609711936368683	380	Glasser
(Intercept)	0.26248695400164	0.085418644034086	3988.94212696226	3.07294686037039	0.00213387375429259	1	HOCortical
condition2	0.406391825581316	0.110108899916097	3238.29122451486	3.69081723540046	0.000227216517088241	1	HOCortical
task2	-0.122649879069523	0.08743851721681	3924.54244467566	-1.40269852432886	0.160785857812257	1	HOCortical
task3	-0.577163174554292	0.0890088635820198	3735.95599357883	-6.48433370933276	1.00786129963679e-10	1	HOCortical
condition2:task2	-0.0316763454113407	0.113412515176845	3238.29122452534	-0.279302027311073	0.780030886854111	1	HOCortical
condition2:task3	-0.742478022431707	0.119064910548855	3238.29122405224	-6.23590963121793	5.07298285454467e-10	1	HOCortical
(Intercept)	0.190729305348392	0.0456153914301991	3983.20334402835	4.1812489023633	2.96146205313132e-05	2	HOCortical
condition2	0.0320176627906487	0.0574129201090559	3239.25943651167	0.557673477151678	0.577105907716523	2	HOCortical
task2	-0.0729233101316327	0.0464312194159773	3859.43914972519	-1.57056633551475	0.116365388627629	2	HOCortical
task3	-0.0610696772256677	0.0469521614768752	3672.94437120766	-1.30067871860906	0.193450047719507	2	HOCortical
condition2:task2	0.0237919129883885	0.0591354893035616	3239.25943745433	0.402328842943311	0.687468576675113	2	HOCortical
condition2:task3	0.0517640498077774	0.0620827580907829	3239.25943460923	0.833791078226316	0.404460202158559	2	HOCortical
(Intercept)	0.384144349693373	0.0781259834233512	3983.11684229182	4.91698578194864	9.1429589671579e-07	3	HOCortical
condition2	0.395033767441909	0.0982211309681641	3241.0435103275	4.02188168216012	5.90519914922499e-05	3	HOCortical
task2	-0.111117254729645	0.0794970508285363	3856.32680279947	-1.39775316909943	0.162267597796882	3	HOCortical
task3	-0.255109619757121	0.0803656746555787	3670.71010263835	-3.17436045737734	0.00151409066742644	3	HOCortical
condition2:task2	0.115506170235141	0.101168075560669	3241.04350993425	1.14172548597975	0.2536524882118	3	HOCortical
condition2:task3	-0.427984198544272	0.106210217172664	3241.04351080144	-4.02959536226639	5.71567754140459e-05	3	HOCortical
(Intercept)	0.443994070428021	0.0904068443685247	3983.8777115707	4.91106700526093	9.42155239013578e-07	4	HOCortical
condition2	0.640037662790407	0.110980681977823	3234.22247042277	5.76710875608338	8.82356456576889e-09	4	HOCortical
task2	0.103052218226418	0.0912138613196761	3773.2767731888	1.129786818971	0.258637877542754	4	HOCortical
task3	0.166050610669577	0.0916965704634901	3600.30428908652	1.81087045927952	0.0702442223554629	4	HOCortical
condition2:task2	0.140543412280421	0.114310453457781	3234.22247018061	1.22948871279151	0.218978062201627	4	HOCortical
condition2:task3	-0.348821645073864	0.120007601405602	3234.22247085668	-2.90666291958386	0.0036778983000534	4	HOCortical
(Intercept)	0.747586072776388	0.0976266882135613	3985.11376843458	7.65759943777895	2.36261943347801e-14	5	HOCortical
condition2	1.22172268604667	0.124396686034882	3221.40384510013	9.82118354587105	1.87988211090676e-22	5	HOCortical
task2	-0.312948240605727	0.099692827692363	3892.39333139615	-3.13912492853988	0.00170721392893239	5	HOCortical
task3	-1.20897637093412	0.101145575130659	3698.39731871176	-11.9528350041253	2.45489184316712e-32	5	HOCortical
condition2:task2	0.0171493118286829	0.128128980070009	3221.40384477181	0.133844129714547	0.893534191267797	5	HOCortical
condition2:task3	-1.46376940848762	0.134514833102532	3221.40384551662	-10.8818438437334	4.14369715416804e-27	5	HOCortical
(Intercept)	0.952123068252297	0.0991408346812097	3982.17423818807	9.60374270918616	1.31940100768276e-21	6	HOCortical
condition2	1.37169667441861	0.12433307260731	3223.31486288098	11.0324360659125	8.32874696969678e-28	6	HOCortical
task2	-0.312711050469539	0.10080537106615	3844.11472190264	-3.10212687242958	0.00193529464987099	6	HOCortical
task3	-0.89254639220432	0.101842649152192	3654.84811972204	-8.76397461804546	2.83529136543487e-18	6	HOCortical
condition2:task2	0.0268450288391782	0.128063458038407	3223.31486249062	0.209622863933029	0.833975280730877	6	HOCortical
condition2:task3	-1.34433924331625	0.134446045501627	3223.31486366499	-9.99909843610819	3.3376772976084e-23	6	HOCortical
(Intercept)	0.4988177036786	0.0789442307217534	3993.88863669121	6.31860870792106	2.92866493334146e-10	7	HOCortical
condition2	0.602284418604607	0.0944890560275007	3230.41808062111	6.37411827280097	2.10168666854123e-10	7	HOCortical
task2	0.440368395181067	0.0786712308264962	3681.99732355713	5.59757856276926	2.33235841737609e-08	7	HOCortical
task3	0.290474777520463	0.0787166941399369	3531.06647353278	3.69012927555211	0.000227521881614462	7	HOCortical
condition2:task2	0.10012302615459	0.097324026567611	3230.41808139544	1.02875959499101	0.303669677623459	7	HOCortical
condition2:task3	-0.502953798525869	0.102174583637952	3230.41807967742	-4.92249423112943	8.97295240201936e-07	7	HOCortical
(Intercept)	0.635032573279751	0.0532674482824899	3984.61964663116	11.9215880196105	3.20584502763723e-32	8	HOCortical
condition2	1.086726255814	0.0678082847716131	3214.05438167774	16.0264525120231	1.13484505124972e-55	8	HOCortical
task2	-0.48733958031451	0.0543823950174402	3888.35048787582	-8.96134824805384	4.87741151026372e-19	8	HOCortical
task3	-0.743265018774634	0.0551600373594215	3692.42118317689	-13.4747011487961	1.96010484885897e-40	8	HOCortical
condition2:task2	-0.215915813179444	0.0698427477854779	3214.0543809989	-3.09145645074889	0.00200884314515195	8	HOCortical
condition2:task3	-1.27999857864864	0.073323658368719	3214.05438408078	-17.4568291752708	2.86086936540832e-65	8	HOCortical
(Intercept)	1.33145481299953	0.0717749817829278	3983.34279810015	18.550402660168	9.53236679275936e-74	9	HOCortical
condition2	1.61717491860514	0.0908288632284299	3216.95190227055	17.804636776506	1.04172959695244e-67	9	HOCortical
task2	-1.14506862356033	0.0731684854739461	3871.35515792572	-15.6497516129135	1.41553390847941e-53	9	HOCortical
task3	-1.64735143716845	0.0740950265065839	3677.26285925749	-22.2329556359909	7.43340878945752e-103	9	HOCortical
condition2:task2	-0.447589860531499	0.0935540164077502	3216.95190173344	-4.78429337101576	1.79310539284469e-06	9	HOCortical
condition2:task3	-1.85326780836893	0.0982166789767933	3216.95190390505	-18.8691760674053	2.09055653071548e-75	9	HOCortical
(Intercept)	2.17093821914493	0.102619032882841	3982.07738954248	21.1553174704294	3.1526926423411e-94	10	HOCortical
condition2	1.97324455813947	0.127302095751558	3227.03440615915	15.5004876116921	2.53147255629032e-52	10	HOCortical
task2	-1.35723281866406	0.103961791822874	3808.11234718168	-13.0551118335519	3.87012880731266e-38	10	HOCortical
task3	-2.40030484330897	0.104755257105679	3625.78363840577	-22.9134547480277	1.25158157781027e-108	10	HOCortical
condition2:task2	-0.507613419329265	0.131121561267702	3227.03440537415	-3.87131921265723	0.000110392077314853	10	HOCortical
condition2:task3	-2.18369073727332	0.137656562320492	3227.03440920051	-15.8633246425932	1.25311891435408e-54	10	HOCortical
(Intercept)	0.563379566532471	0.0684963460513363	3985.66012374203	8.22495795776073	2.61528093349513e-16	11	HOCortical
condition2	1.17318726744172	0.0875151088848439	3215.65992801179	13.4055397106967	6.49026743135652e-40	11	HOCortical
task2	-0.525907812333722	0.06998914950648	3898.90742961854	-7.51413349129253	7.06477206807507e-14	11	HOCortical
task3	-0.926646177598107	0.0710631174247878	3703.19861009085	-13.0397625544482	4.94010705177878e-38	11	HOCortical
condition2:task2	-0.105245800019613	0.0901408389527883	3215.65992907625	-1.16757067320769	0.243066550296244	11	HOCortical
condition2:task3	-1.52533919854407	0.0946333912970453	3215.65992525106	-16.1184036378468	2.86771542181634e-56	11	HOCortical
(Intercept)	1.10282796765172	0.0743390689855694	3981.4016737069	14.8351059907112	1.6772964158717e-48	12	HOCortical
condition2	1.54891684883742	0.0926268351290091	3212.4274165521	16.7221178039832	2.97329097431052e-60	12	HOCortical
task2	-0.608074013418155	0.075428609649321	3819.26290964261	-8.06158321418335	9.9822634393867e-16	12	HOCortical
task3	-1.3365955146309	0.0760832862504177	3630.52891768542	-17.5675313265476	2.26220986894145e-66	12	HOCortical
condition2:task2	-0.270507385664627	0.0954059331521494	3212.42741500361	-2.83533085131333	0.00460645150772257	12	HOCortical
condition2:task3	-1.7973494433256	0.100160893873817	3212.42742000492	-17.9446226347571	1.07284360945195e-68	12	HOCortical
(Intercept)	0.736466420585843	0.100146440451282	3983.56155364642	7.35389512864527	2.32467148226874e-13	13	HOCortical
condition2	1.48566667441867	0.123110574423343	3234.05420882892	12.0677422014934	7.85232537389336e-33	13	HOCortical
task2	-0.0903026591555724	0.101099827468446	3778.25348418046	-0.893202900704814	0.37180541215623	13	HOCortical
task3	-0.69440017459812	0.101665362997138	3604.13209240437	-6.83025323597839	9.90803209424289e-12	13	HOCortical
condition2:task2	-0.0770426949569156	0.126804281042284	3234.05420855099	-0.607571718585946	0.543514220546568	13	HOCortical
condition2:task3	-1.67238292441867	0.133124112060904	3234.05420875238	-12.562584632704	2.24145102011218e-35	13	HOCortical
(Intercept)	0.11211625340056	0.0419881427224416	3955.995357734	2.67018844204883	0.00761187169196982	14	HOCortical
condition2	0.162592918604658	0.0528703117463286	3213.21514503417	3.07531605610305	0.00212047977755948	14	HOCortical
task2	-0.0895379157680552	0.0427522100683785	3833.56619127822	-2.09434589755353	0.036294676371679	14	HOCortical
task3	-0.214864397396642	0.0432349481089345	3646.74633595915	-4.96969250096638	7.01424169545935e-07	14	HOCortical
condition2:task2	0.0206783313953419	0.0544699853007718	3213.21514494862	0.379627996614291	0.704246663049062	14	HOCortical
condition2:task3	-0.282647262478176	0.0571870199965453	3213.21514506173	-4.94250727691793	8.10722692379367e-07	14	HOCortical
(Intercept)	0.0916920224614434	0.0300730917734549	3984.29462079508	3.04897225573523	0.00231133970705563	15	HOCortical
condition2	0.14209397674417	0.0380519634662629	3244.6105919216	3.73420879766562	0.000191541568472772	15	HOCortical
task2	0.00324544028437486	0.030655989344381	3876.64447672072	0.105866434383065	0.915693803255113	15	HOCortical
task3	-0.104797316082028	0.0310431979566957	3690.04596099455	-3.37585438936468	0.000743475366933484	15	HOCortical
condition2:task2	-0.0610058761775976	0.0391936427247456	3244.61059283037	-1.55652478148147	0.119680882991021	15	HOCortical
condition2:task3	-0.195503728712674	0.0411470247161786	3244.61059110254	-4.75134545112818	2.10840022923859e-06	15	HOCortical
(Intercept)	0.210033251107723	0.069451870646168	3982.89368226738	3.02415542092115	0.00250918248920338	16	HOCortical
condition2	0.206659941860475	0.0873924720833065	3231.77377228591	2.36473390595333	0.0181018041080502	16	HOCortical
task2	0.100457194065759	0.0706888935724148	3856.94479355763	1.42111708061818	0.155363567911418	16	HOCortical
task3	0.0955108431081511	0.0714773986143369	3668.5558602395	1.33623837688175	0.181554246029002	16	HOCortical
condition2:task2	-0.116756780387388	0.0900145226593171	3231.77377251874	-1.29708825796126	0.194693411638393	16	HOCortical
condition2:task3	-0.0985860816242548	0.0945007794934929	3231.7737718576	-1.04323035378817	0.296919647463319	16	HOCortical
(Intercept)	0.264316356417478	0.0604382560430209	3983.27624165266	4.37332864517688	1.25493709863598e-05	17	HOCortical
condition2	0.139887127906977	0.0759897380777777	3245.11461322507	1.84086866786931	0.0657320439595766	17	HOCortical
task2	-0.021960752693811	0.0615003189721478	3857.51510118661	-0.35708355762767	0.721048785788801	17	HOCortical
task3	0.045860368566161	0.0621735359964523	3672.94267662758	0.737618792805637	0.460793251511894	17	HOCortical
condition2:task2	-0.0375022327228415	0.0782696705679331	3245.11461310875	-0.479141312985238	0.631870385852801	17	HOCortical
condition2:task3	-0.172612511765245	0.0821705727126132	3245.11461319654	-2.10066093087786	0.0357477079636628	17	HOCortical
(Intercept)	-0.0862005939371225	0.0793744884075223	3983.65098060798	-1.08599873418464	0.277545262523999	18	HOCortical
condition2	-0.0146869534883847	0.0981312350010628	3261.33355945597	-0.149666449099776	0.881037034128556	18	HOCortical
task2	0.221032095086132	0.0803109627609746	3806.89732310713	2.7522032794449	0.00594762246880319	18	HOCortical
task3	1.32921378025688	0.080860910970312	3635.22813151661	16.4382736269802	1.26361760017091e-58	18	HOCortical
condition2:task2	0.0572950434317263	0.101075482430222	3261.33355999485	0.566854018938569	0.570852375536636	18	HOCortical
condition2:task3	0.437535656244284	0.10611300926949	3261.33355789886	4.12329891741264	3.82797323681468e-05	18	HOCortical
(Intercept)	0.143428094192228	0.0829293747279687	3983.50275211469	1.72952098894646	0.083793358844814	19	HOCortical
condition2	0.213671686046506	0.10202678263444	3236.88008981844	2.0942705486665	0.0363134656561162	19	HOCortical
task2	-0.153129246398676	0.083746209606578	3782.04849216485	-1.82849166688313	0.0675545148744909	19	HOCortical
task3	0.263955812957133	0.0842290683386324	3607.98168804751	3.13378526159083	0.00173951925216564	19	HOCortical
condition2:task2	-0.0562987752816335	0.105087908813822	3236.88008882412	-0.535730284455224	0.592181777685662	19	HOCortical
condition2:task3	-0.0588800482512301	0.110325411998609	3236.8800921022	-0.53369434280447	0.593589669262032	19	HOCortical
(Intercept)	0.896333782272221	0.086409912238501	3983.54674316539	10.3730435438731	6.80436759968935e-25	20	HOCortical
condition2	1.20560279069772	0.106219905404802	3233.40667415998	11.3500646239817	2.63756444218055e-29	20	HOCortical
task2	-0.372628192122539	0.0872310795805679	3777.88670595916	-4.27173656355329	1.98733014950189e-05	20	HOCortical
task3	-0.850294358602689	0.0877182804020418	3603.64414079411	-9.69346816542127	5.94450962565482e-22	20	HOCortical
condition2:task2	-0.0525266462217981	0.109406838529716	3233.40667311602	-0.480103866702367	0.631186014975937	20	HOCortical
condition2:task3	-1.31278872573709	0.114859593958051	3233.40667669927	-11.4295086766243	1.09779778109835e-29	20	HOCortical
(Intercept)	0.32927812136087	0.0860188783058757	3982.73366625026	3.82797506600801	0.000131186161758915	21	HOCortical
condition2	0.918239767441759	0.106489062865064	3240.24770182721	8.62285518096156	1.00531829184076e-17	21	HOCortical
task2	-0.148340750602745	0.0870780734174305	3804.95378814343	-1.70353735195354	0.0885492124092855	21	HOCortical
task3	-0.450576600256918	0.0877010918998428	3627.24587427394	-5.13763957205333	2.9287315208443e-07	21	HOCortical
condition2:task2	0.11789094856391	0.109684071565104	3240.24770173173	1.07482286973578	0.282534067366271	21	HOCortical
condition2:task3	-1.14689914736301	0.115150644081648	3240.24770145311	-9.95998899102816	4.87290365436256e-23	21	HOCortical
(Intercept)	-0.0171302185046875	0.0864241658094207	3982.92751597597	-0.198210978888271	0.842890113688321	22	HOCortical
condition2	0.210101453488401	0.108063855695456	3249.60078806505	1.94423428755406	0.051953393586651	22	HOCortical
task2	-0.240483399130343	0.0877930337036002	3841.06138166529	-2.73920821488233	0.00618716627414608	22	HOCortical
task3	0.328972300930339	0.0886307815286076	3659.98781038217	3.71171612454027	0.000208921516627703	22	HOCortical
condition2:task2	0.177260122998849	0.111306113161318	3249.60078757321	1.59254615909499	0.111359299467277	22	HOCortical
condition2:task3	-0.223408916086826	0.11685352702414	3249.60078900585	-1.91187139811941	0.0559805451647752	22	HOCortical
(Intercept)	0.145068406219744	0.0807320693110066	4002.68343688732	1.79691177815463	0.0724249874908435	23	HOCortical
condition2	0.222336174418602	0.0948923077740276	3238.03623670952	2.34303685550639	0.0191877120310132	23	HOCortical
task2	0.569359939265251	0.0795819616764438	3626.82587111122	7.15438432618809	1.01216639641751e-12	23	HOCortical
task3	0.606208894475806	0.0794191005438809	3494.59937908112	7.63303651545212	2.93936474734432e-14	23	HOCortical
condition2:task2	-0.0267848635120812	0.0977393771419781	3238.03623689464	-0.27404373032962	0.784068495598769	23	HOCortical
condition2:task3	-0.0386165228437977	0.102610634975904	3238.03623617336	-0.376340355489135	0.706688537903966	23	HOCortical
(Intercept)	-0.136153211660993	0.0746434308435169	3993.60781629159	-1.82404814626522	0.0682194876902319	24	HOCortical
condition2	0.0144311627906166	0.0894324870848243	3242.40023165928	0.161363764567221	0.871816957689986	24	HOCortical
task2	-0.481767129550328	0.074427224224556	3691.14672810059	-6.47299606521369	1.08718804447062e-10	24	HOCortical
task3	0.500454993303249	0.0744825420211217	3541.56651043588	6.71909120880071	2.12229138581179e-11	24	HOCortical
condition2:task2	0.166441167237713	0.0921157445632407	3242.40023174744	1.80686991161913	0.0708752292623244	24	HOCortical
condition2:task3	0.220674703351119	0.096706724733697	3242.40023084927	2.28189615519287	0.0225599900465815	24	HOCortical
(Intercept)	0.416870857578471	0.0728514765079444	3971.25080534499	5.72220190393823	1.12909846703733e-08	25	HOCortical
condition2	0.413963872093065	0.0926630870295536	3216.54472813916	4.46740860210103	8.19001870142776e-06	25	HOCortical
task2	-0.283288270578895	0.0743690287001771	3875.15795835606	-3.80922375255146	0.000141563932367072	25	HOCortical
task3	-0.803233172706208	0.0754141046614803	3683.48217620867	-10.6509674325747	4.1231240009102e-26	25	HOCortical
condition2:task2	-0.0667258052367363	0.0954549634454049	3216.54472822613	-0.69902918432209	0.484584333358538	25	HOCortical
condition2:task3	-0.912053205426399	0.100214400190632	3216.54472904881	-9.10101945121115	1.53084305305116e-19	25	HOCortical
(Intercept)	0.494536094338242	0.0894583951953929	3986.52497208915	5.52811274177329	3.44411378392842e-08	26	HOCortical
condition2	0.44814534883709	0.108854149908662	3234.74503001374	4.11693398196689	3.93542033256108e-05	26	HOCortical
task2	0.418543019261809	0.0899050726849482	3741.99946073473	4.65538825299099	3.34587481698651e-06	26	HOCortical
task3	0.103360687621751	0.0902201890323796	3576.55116412489	1.14564920258209	0.252016979753215	26	HOCortical
condition2:task2	0.235062678075088	0.11212011870054	3234.74503186192	2.09652541220468	0.0361130917285076	26	HOCortical
condition2:task3	-0.398232362616619	0.117708101993777	3234.74502545741	-3.38321964139456	0.000724933943779608	26	HOCortical
(Intercept)	0.0362444090536923	0.0348071519262297	3984.98408398045	1.04129200603683	0.297803214900608	27	HOCortical
condition2	0.0442305581395507	0.044327489373513	3221.72986957825	0.997813292940065	0.31844483869192	27	HOCortical
task2	-0.126795139542929	0.0355392689964075	3890.92460459803	-3.56774754021379	0.000364403404914944	27	HOCortical
task3	-0.279810008385298	0.0360517039034931	3697.0642954934	-7.76135322575382	1.07976526678135e-14	27	HOCortical
condition2:task2	0.0154590027669648	0.0456574542580642	3221.72986896376	0.338586612376321	0.734943233241	27	HOCortical
condition2:task3	-0.257620648690734	0.0479329878069289	3221.72987118876	-5.37460025918713	8.22165668988286e-08	27	HOCortical
(Intercept)	0.0680543526291854	0.0717676320688313	3982.76354427661	0.948259691275802	0.34305479781047	28	HOCortical
condition2	0.10027009302321	0.0896950235647644	3245.90194779139	1.11790029187974	0.263692311317912	28	HOCortical
task2	0.164586746128533	0.0728931830194186	3838.56583387877	2.25791684916116	0.024006781936213	28	HOCortical
task3	0.0625978891818336	0.0735801757649495	3656.76870261007	0.850743947415964	0.394967306612744	28	HOCortical
condition2:task2	-0.0299370979807131	0.0923861579679549	3245.90194733856	-0.324043110344486	0.745926274391232	28	HOCortical
condition2:task3	-0.138697154046831	0.0969906153413023	3245.901948813	-1.43000591921978	0.152811565403179	28	HOCortical
(Intercept)	0.0108836656328362	0.0434712745318216	3984.52065204232	0.250364539573581	0.802318357698795	29	HOCortical
condition2	-0.011648825581395	0.0552302708504498	3225.41872118393	-0.210913786987161	0.832967869330892	29	HOCortical
task2	0.02964529682359	0.0443602360879131	3884.82367479936	0.668285370818113	0.503991152534578	29	HOCortical
task3	-0.0324790924800104	0.0449703733905919	3692.25588384114	-0.722233106625822	0.470196910436747	29	HOCortical
condition2:task2	-0.00237262838461085	0.0568873536636995	3225.4187220749	-0.0417074838572577	0.966734469375311	29	HOCortical
condition2:task3	-0.0698674165445891	0.0597225770433521	3225.41871935686	-1.16986607081394	0.242141306544868	29	HOCortical
(Intercept)	0.0308770217180411	0.0396442134368575	3987.50175287721	0.778853180356822	0.436112423339399	30	HOCortical
condition2	0.129980244186039	0.0509304497732177	3223.59875046535	2.55211263133965	0.0107529301588344	30	HOCortical
